Date,Close
10/13/2021 16:00:00,726.3
10/14/2021 16:00:00,723.95
10/15/2021 16:00:00,749.85
10/18/2021 16:00:00,739.64
10/19/2021 16:00:00,727.25
10/20/2021 16:00:00,758.18
10/21/2021 16:00:00,735.43
10/22/2021 16:00:00,718.52
10/25/2021 16:00:00,746.02
10/26/2021 16:00:00,734.86
10/27/2021 16:00:00,715.02
10/28/2021 16:00:00,717.13
10/29/2021 16:00:00,715.06
11/1/2021 16:00:00,736.12
11/2/2021 16:00:00,794.14
11/3/2021 16:00:00,810.25
11/4/2021 16:00:00,800
11/5/2021 16:00:00,797.51
11/8/2021 16:00:00,860
11/9/2021 16:00:00,859.01
11/10/2021 16:00:00,816.34
11/11/2021 16:00:00,818.36
11/12/2021 16:00:00,811.73
11/15/2021 16:00:00,795
11/16/2021 16:00:00,752.02
11/17/2021 16:00:00,753
11/18/2021 16:00:00,727.36
11/19/2021 16:00:00,718.31
11/22/2021 16:00:00,690.02
11/23/2021 16:00:00,696.77
11/24/2021 16:00:00,700.9
11/26/2021 13:00:00,663
11/29/2021 16:00:00,695.48
11/30/2021 16:00:00,721.43
12/1/2021 16:00:00,705.47
12/2/2021 16:00:00,683.36
12/3/2021 16:00:00,630.99
12/6/2021 16:00:00,596.47
12/7/2021 16:00:00,628.17
12/8/2021 16:00:00,636.54
12/9/2021 16:00:00,591.88
12/10/2021 16:00:00,600.84
12/13/2021 16:00:00,571.64
12/14/2021 16:00:00,580.38
12/15/2021 16:00:00,598.59
12/16/2021 16:00:00,566.94
12/17/2021 16:00:00,571.58
12/20/2021 16:00:00,546.39
12/21/2021 16:00:00,567.5
12/22/2021 16:00:00,569.99
12/23/2021 16:00:00,597.21
12/27/2021 16:00:00,608.28
12/28/2021 16:00:00,567.97
12/29/2021 16:00:00,556.09
12/30/2021 16:00:00,562.34
12/31/2021 16:00:00,544.49
1/3/2022 16:00:00,558.26
1/4/2022 16:00:00,551.07
1/5/2022 16:00:00,509.1
1/6/2022 16:00:00,498.62
1/7/2022 16:00:00,482.95
1/10/2022 16:00:00,481.95
1/11/2022 16:00:00,506.56
1/12/2022 16:00:00,514.64
1/13/2022 16:00:00,489.59
1/14/2022 16:00:00,499.56
1/18/2022 16:00:00,468.28
1/19/2022 16:00:00,460.42
1/20/2022 16:00:00,457.53
1/21/2022 16:00:00,375.89
1/24/2022 16:00:00,370.45
1/25/2022 16:00:00,365.05
1/26/2022 16:00:00,353.65
1/27/2022 16:00:00,319.45
1/28/2022 16:00:00,338.95
1/31/2022 16:00:00,368.01
2/1/2022 16:00:00,373
2/2/2022 16:00:00,348.84
2/3/2022 16:00:00,340.09
2/4/2022 16:00:00,391.64
2/7/2022 16:00:00,413.47
2/8/2022 16:00:00,425.43
2/9/2022 16:00:00,446.6
2/10/2022 16:00:00,431.48
2/11/2022 16:00:00,411.01
2/14/2022 16:00:00,409.49
2/15/2022 16:00:00,437.24
2/16/2022 16:00:00,434.98
2/17/2022 16:00:00,404.6
2/18/2022 16:00:00,395.97
2/22/2022 16:00:00,377.7
2/23/2022 16:00:00,365.03
2/24/2022 16:00:00,396.96
2/25/2022 16:00:00,405
2/28/2022 16:00:00,443
3/1/2022 16:00:00,464.73
3/2/2022 16:00:00,459.29
3/3/2022 16:00:00,428.7
3/4/2022 16:00:00,410.36
3/7/2022 16:00:00,388.91
3/8/2022 16:00:00,410.36
3/9/2022 16:00:00,436.75
3/10/2022 16:00:00,421.13
3/11/2022 16:00:00,390.82
3/14/2022 16:00:00,369.93
3/15/2022 16:00:00,396.14
3/16/2022 16:00:00,428.78
3/17/2022 16:00:00,434.09
3/18/2022 16:00:00,454.28
3/21/2022 16:00:00,436.48
3/22/2022 16:00:00,459.95
3/23/2022 16:00:00,450.69
3/24/2022 16:00:00,483.92
3/25/2022 16:00:00,472.42
3/28/2022 16:00:00,510
3/29/2022 16:00:00,520
3/30/2022 16:00:00,500.69
3/31/2022 16:00:00,486.32
4/1/2022 16:00:00,490.98
4/4/2022 16:00:00,501.26
4/5/2022 16:00:00,487.28
4/6/2022 16:00:00,455.11
4/7/2022 16:00:00,463.61
4/8/2022 16:00:00,453.24